utterance,coded_word,spatial_or_not,session_id,line,is_candidate
he helped you .,he,0,118,40,False
he helped you .,helped,0,118,40,False
he helped you .,you,0,118,40,False
gave me this idea about to put like a string over here.,gave,0,118,41,False
gave me this idea about to put like a string over here.,me,0,118,41,False
gave me this idea about to put like a string over here.,this,0,118,41,False
gave me this idea about to put like a string over here.,idea,0,118,41,False
gave me this idea about to put like a string over here.,about,0,118,41,True
gave me this idea about to put like a string over here.,to,0,118,41,True
gave me this idea about to put like a string over here.,put,0,118,41,True
gave me this idea about to put like a string over here.,like,0,118,41,False
gave me this idea about to put like a string over here.,a,0,118,41,False
gave me this idea about to put like a string over here.,string,0,118,41,False
gave me this idea about to put like a string over here.,over,1,118,41,True
gave me this idea about to put like a string over here.,here,1,118,41,True
and um like attach it to this.,and,0,118,42,False
and um like attach it to this.,um,0,118,42,False
and um like attach it to this.,like,0,118,42,False
and um like attach it to this.,attach,0,118,42,False
and um like attach it to this.,it,0,118,42,False
and um like attach it to this.,to,1,118,42,True
and um like attach it to this.,this,0,118,42,False
and I kind of explained it to him.,and,0,118,43,False
and I kind of explained it to him.,i,0,118,43,False
and I kind of explained it to him.,kind,0,118,43,False
and I kind of explained it to him.,of,0,118,43,False
and I kind of explained it to him.,explained,0,118,43,False
and I kind of explained it to him.,it,0,118,43,False
and I kind of explained it to him.,to,0,118,43,True
and I kind of explained it to him.,him,0,118,43,False
because and then he started helping me.,because,0,118,44,False
because and then he started helping me.,and,0,118,44,False
because and then he started helping me.,then,0,118,44,False
because and then he started helping me.,he,0,118,44,False
because and then he started helping me.,started,0,118,44,False
because and then he started helping me.,helping,0,118,44,False
because and then he started helping me.,me,0,118,44,False
and he put the the the he put it there.,and,0,118,45,False
and he put the the the he put it there.,he,0,118,45,False
and he put the the the he put it there.,put,0,118,45,True
and he put the the the he put it there.,the,0,118,45,False
and he put the the the he put it there.,the,0,118,45,False
and he put the the the he put it there.,the,0,118,45,False
and he put the the the he put it there.,he,0,118,45,False
and he put the the the he put it there.,put,0,118,45,True
and he put the the the he put it there.,it,0,118,45,False
and he put the the the he put it there.,there,1,118,45,True
and that gave me the idea.,and,0,118,46,False
and that gave me the idea.,that,0,118,46,False
and that gave me the idea.,gave,0,118,46,False
and that gave me the idea.,me,0,118,46,False
and that gave me the idea.,the,0,118,46,False
and that gave me the idea.,idea,0,118,46,False
and then he gave me the first idea.,and,0,118,47,False
and then he gave me the first idea.,then,0,118,47,False
and then he gave me the first idea.,he,0,118,47,False
and then he gave me the first idea.,gave,0,118,47,False
and then he gave me the first idea.,me,0,118,47,False
and then he gave me the first idea.,the,0,118,47,False
and then he gave me the first idea.,first,0,118,47,True
and then he gave me the first idea.,idea,0,118,47,False
and then we worked together to make one.,and,0,118,48,False
and then we worked together to make one.,then,0,118,48,False
and then we worked together to make one.,we,0,118,48,False
and then we worked together to make one.,worked,0,118,48,False
and then we worked together to make one.,together,0,118,48,True
and then we worked together to make one.,to,0,118,48,True
and then we worked together to make one.,make,0,118,48,False
and then we worked together to make one.,one,0,118,48,False
but it was pretty much a group effort .,but,0,118,49,False
but it was pretty much a group effort .,it,0,118,49,False
but it was pretty much a group effort .,was,0,118,49,False
but it was pretty much a group effort .,pretty,0,118,49,False
but it was pretty much a group effort .,much,0,118,49,True
but it was pretty much a group effort .,a,0,118,49,False
but it was pretty much a group effort .,group,0,118,49,False
but it was pretty much a group effort .,effort,0,118,49,False
cool.,cool,0,118,50,False
what materials did you use?,what,0,118,51,False
what materials did you use?,materials,0,118,51,False
what materials did you use?,did,0,118,51,False
what materials did you use?,you,0,118,51,False
what materials did you use?,use,0,118,51,False
tape paper cups.,tape,0,118,52,False
tape paper cups.,paper,0,118,52,False
tape paper cups.,cups,0,118,52,False
we did xxx for making tools.,we,0,118,53,False
we did xxx for making tools.,did,0,118,53,False
we did xxx for making tools.,xxx,0,118,53,False
we did xxx for making tools.,for,0,118,53,False
we did xxx for making tools.,making,0,118,53,False
we did xxx for making tools.,tools,0,118,53,False
um we used a box to cut up our box.,um,0,118,54,False
um we used a box to cut up our box.,we,0,118,54,False
um we used a box to cut up our box.,used,0,118,54,False
um we used a box to cut up our box.,a,0,118,54,False
um we used a box to cut up our box.,box,0,118,54,False
um we used a box to cut up our box.,to,0,118,54,True
um we used a box to cut up our box.,cut,0,118,54,True
um we used a box to cut up our box.,up,0,118,54,True
um we used a box to cut up our box.,our,0,118,54,False
um we used a box to cut up our box.,box,0,118,54,False
and .,and,0,118,56,False
J_name what did you use for your tinkering thing?,j,0,124,14,False
J_name what did you use for your tinkering thing?,name,0,124,14,False
J_name what did you use for your tinkering thing?,what,0,124,14,False
J_name what did you use for your tinkering thing?,did,0,124,14,False
J_name what did you use for your tinkering thing?,you,0,124,14,False
J_name what did you use for your tinkering thing?,use,0,124,14,False
J_name what did you use for your tinkering thing?,for,0,124,14,False
J_name what did you use for your tinkering thing?,your,0,124,14,False
J_name what did you use for your tinkering thing?,tinkering,0,124,14,False
J_name what did you use for your tinkering thing?,thing,0,124,14,False
um ...,um,0,124,15,False
do you remember?,do,0,124,16,False
do you remember?,you,0,124,16,False
do you remember?,remember,0,124,16,False
J_name what did you use?,j,0,124,18,False
J_name what did you use?,name,0,124,18,False
J_name what did you use?,what,0,124,18,False
J_name what did you use?,did,0,124,18,False
J_name what did you use?,you,0,124,18,False
J_name what did you use?,use,0,124,18,False
put your hand down.,put,0,124,20,True
put your hand down.,your,0,124,20,False
put your hand down.,hand,0,124,20,False
put your hand down.,down,1,124,20,True
I used some cardboard wood um straws and then that was it.,i,0,124,22,False
I used some cardboard wood um straws and then that was it.,used,0,124,22,False
I used some cardboard wood um straws and then that was it.,some,1,124,22,True
I used some cardboard wood um straws and then that was it.,cardboard,0,124,22,False
I used some cardboard wood um straws and then that was it.,wood,0,124,22,False
I used some cardboard wood um straws and then that was it.,um,0,124,22,False
I used some cardboard wood um straws and then that was it.,straws,0,124,22,False
I used some cardboard wood um straws and then that was it.,and,0,124,22,False
I used some cardboard wood um straws and then that was it.,then,0,124,22,False
I used some cardboard wood um straws and then that was it.,that,0,124,22,False
I used some cardboard wood um straws and then that was it.,was,0,124,22,False
I used some cardboard wood um straws and then that was it.,it,0,124,22,False
here's some of the xxx thing you made.,here's,0,124,23,False
here's some of the xxx thing you made.,some,0,124,23,True
here's some of the xxx thing you made.,of,0,124,23,False
here's some of the xxx thing you made.,the,0,124,23,False
here's some of the xxx thing you made.,xxx,0,124,23,False
here's some of the xxx thing you made.,thing,0,124,23,False
here's some of the xxx thing you made.,you,0,124,23,False
here's some of the xxx thing you made.,made,0,124,23,False
it is so cool.,it,0,124,25,False
it is so cool.,is,0,124,25,False
it is so cool.,so,0,124,25,False
it is so cool.,cool,0,124,25,False
did you have fun doing it?,did,0,124,26,False
did you have fun doing it?,you,0,124,26,False
did you have fun doing it?,have,0,124,26,False
did you have fun doing it?,fun,0,124,26,False
did you have fun doing it?,doing,0,124,26,False
did you have fun doing it?,it,0,124,26,False
yeah.,yeah,0,124,27,False
what about you?,what,0,124,28,False
what about you?,about,0,124,28,True
what about you?,you,0,124,28,False
did you like it?,did,0,124,29,False
did you like it?,you,0,124,29,False
did you like it?,like,0,124,29,False
did you like it?,it,0,124,29,False
oh and this one's part of yours.,oh,0,124,31,False
oh and this one's part of yours.,and,0,124,31,False
oh and this one's part of yours.,this,0,124,31,False
oh and this one's part of yours.,one's,0,124,31,False
oh and this one's part of yours.,part,1,124,31,True
oh and this one's part of yours.,of,0,124,31,False
oh and this one's part of yours.,yours,0,124,31,False
I made this.,i,0,124,32,False
I made this.,made,0,124,32,False
I made this.,this,0,124,32,False
J_name give me that .,j,0,124,33,False
J_name give me that .,name,0,124,33,False
J_name give me that .,give,0,124,33,False
J_name give me that .,me,0,124,33,False
J_name give me that .,that,0,124,33,False
what is that?,what,0,124,34,False
what is that?,is,0,124,34,False
what is that?,that,0,124,34,False
and you blow it.,and,0,124,35,False
and you blow it.,you,0,124,35,False
and you blow it.,blow,0,124,35,False
and you blow it.,it,0,124,35,False
what does it do?,what,0,124,37,False
what does it do?,does,0,124,37,False
what does it do?,it,0,124,37,False
what does it do?,do,0,124,37,False
make sure you can it doesn't let air out.,make,0,124,38,False
make sure you can it doesn't let air out.,sure,0,124,38,False
make sure you can it doesn't let air out.,you,0,124,38,False
make sure you can it doesn't let air out.,can,0,124,38,False
make sure you can it doesn't let air out.,it,0,124,38,False
make sure you can it doesn't let air out.,doesn't,0,124,38,False
make sure you can it doesn't let air out.,let,0,124,38,False
make sure you can it doesn't let air out.,air,0,124,38,True
make sure you can it doesn't let air out.,out,1,124,38,True
so you can like talk to people.,so,0,124,39,False
so you can like talk to people.,you,0,124,39,False
so you can like talk to people.,can,0,124,39,False
so you can like talk to people.,like,0,124,39,False
so you can like talk to people.,talk,0,124,39,False
so you can like talk to people.,to,0,124,39,True
so you can like talk to people.,people,0,124,39,False
that don't don't know what you're saying.,that,0,124,40,False
that don't don't know what you're saying.,don't,0,124,40,False
that don't don't know what you're saying.,don't,0,124,40,False
that don't don't know what you're saying.,know,0,124,40,False
that don't don't know what you're saying.,what,0,124,40,False
that don't don't know what you're saying.,you're,0,124,40,False
that don't don't know what you're saying.,saying,0,124,40,False
you can just do this secretly.,you,0,124,41,False
you can just do this secretly.,can,0,124,41,False
you can just do this secretly.,just,0,124,41,False
you can just do this secretly.,do,0,124,41,False
you can just do this secretly.,this,0,124,41,False
you can just do this secretly.,secretly,0,124,41,False
so no one knows.,so,0,124,43,False
so no one knows.,no,0,124,43,False
so no one knows.,one,0,124,43,False
so no one knows.,knows,0,124,43,False
so cool.,so,0,124,45,False
so cool.,cool,0,124,45,False
so like I like made a like ...,so,0,136,13,False
so like I like made a like ...,like,0,136,13,False
so like I like made a like ...,i,0,136,13,False
so like I like made a like ...,like,0,136,13,False
so like I like made a like ...,made,0,136,13,False
so like I like made a like ...,a,0,136,13,False
so like I like made a like ...,like,0,136,13,False
over there.,over,1,136,14,True
over there.,there,1,136,14,True
camera's over there .,camera's,0,136,16,False
camera's over there .,over,1,136,16,True
camera's over there .,there,1,136,16,True
I like made a um like some like cool like stuff.,i,0,136,17,False
I like made a um like some like cool like stuff.,like,0,136,17,False
I like made a um like some like cool like stuff.,made,0,136,17,False
I like made a um like some like cool like stuff.,a,0,136,17,False
I like made a um like some like cool like stuff.,um,0,136,17,False
I like made a um like some like cool like stuff.,like,0,136,17,False
I like made a um like some like cool like stuff.,some,0,136,17,True
I like made a um like some like cool like stuff.,like,0,136,17,False
I like made a um like some like cool like stuff.,cool,0,136,17,False
I like made a um like some like cool like stuff.,like,0,136,17,False
I like made a um like some like cool like stuff.,stuff,0,136,17,False
and I like made um a cow .,and,0,136,19,False
and I like made um a cow .,i,0,136,19,False
and I like made um a cow .,like,0,136,19,False
and I like made um a cow .,made,0,136,19,False
and I like made um a cow .,um,0,136,19,False
and I like made um a cow .,a,0,136,19,False
and I like made um a cow .,cow,0,136,19,False
and like with tape I made um like a little tent.,and,0,136,20,False
and like with tape I made um like a little tent.,like,0,136,20,False
and like with tape I made um like a little tent.,with,0,136,20,True
and like with tape I made um like a little tent.,tape,0,136,20,False
and like with tape I made um like a little tent.,i,0,136,20,False
and like with tape I made um like a little tent.,made,0,136,20,False
and like with tape I made um like a little tent.,um,0,136,20,False
and like with tape I made um like a little tent.,like,0,136,20,False
and like with tape I made um like a little tent.,a,0,136,20,False
and like with tape I made um like a little tent.,little,0,136,20,True
and like with tape I made um like a little tent.,tent,0,136,20,False
and like I something something when you get yourselves cut.,and,0,136,21,False
and like I something something when you get yourselves cut.,like,0,136,21,False
and like I something something when you get yourselves cut.,i,0,136,21,False
and like I something something when you get yourselves cut.,something,0,136,21,False
and like I something something when you get yourselves cut.,something,0,136,21,False
and like I something something when you get yourselves cut.,when,0,136,21,False
and like I something something when you get yourselves cut.,you,0,136,21,False
and like I something something when you get yourselves cut.,get,0,136,21,False
and like I something something when you get yourselves cut.,yourselves,0,136,21,False
and like I something something when you get yourselves cut.,cut,0,136,21,True
and like they taped down the trees and stuff.,and,0,136,22,False
and like they taped down the trees and stuff.,like,0,136,22,False
and like they taped down the trees and stuff.,they,0,136,22,False
and like they taped down the trees and stuff.,taped,0,136,22,False
and like they taped down the trees and stuff.,down,0,136,22,True
and like they taped down the trees and stuff.,the,0,136,22,False
and like they taped down the trees and stuff.,trees,0,136,22,False
and like they taped down the trees and stuff.,and,0,136,22,False
and like they taped down the trees and stuff.,stuff,0,136,22,False
I also did two moves for a fire !,i,0,136,23,False
I also did two moves for a fire !,also,0,136,23,False
I also did two moves for a fire !,did,0,136,23,False
I also did two moves for a fire !,two,0,136,23,False
I also did two moves for a fire !,moves,0,136,23,True
I also did two moves for a fire !,for,0,136,23,False
I also did two moves for a fire !,a,0,136,23,False
I also did two moves for a fire !,fire,0,136,23,False
and it was really really really really really cute and fun!,and,0,136,24,False
and it was really really really really really cute and fun!,it,0,136,24,False
and it was really really really really really cute and fun!,was,0,136,24,False
and it was really really really really really cute and fun!,really,0,136,24,False
and it was really really really really really cute and fun!,really,0,136,24,False
and it was really really really really really cute and fun!,really,0,136,24,False
and it was really really really really really cute and fun!,really,0,136,24,False
and it was really really really really really cute and fun!,really,0,136,24,False
and it was really really really really really cute and fun!,cute,0,136,24,True
and it was really really really really really cute and fun!,and,0,136,24,False
and it was really really really really really cute and fun!,fun,0,136,24,False
um .,um,0,144,14,False
L_name what did you do in the tinkering lab?,l,0,144,15,False
L_name what did you do in the tinkering lab?,name,0,144,15,False
L_name what did you do in the tinkering lab?,what,0,144,15,False
L_name what did you do in the tinkering lab?,did,0,144,15,False
L_name what did you do in the tinkering lab?,you,0,144,15,False
L_name what did you do in the tinkering lab?,do,0,144,15,False
L_name what did you do in the tinkering lab?,in,1,144,15,True
L_name what did you do in the tinkering lab?,the,0,144,15,False
L_name what did you do in the tinkering lab?,tinkering,0,144,15,False
L_name what did you do in the tinkering lab?,lab,0,144,15,False
do you remember this part?,do,0,144,16,False
do you remember this part?,you,0,144,16,False
do you remember this part?,remember,0,144,16,False
do you remember this part?,this,0,144,16,False
do you remember this part?,part,0,144,16,True
with the ball?,with,0,144,18,True
with the ball?,the,0,144,18,False
with the ball?,ball,0,144,18,False
what happened?,what,0,144,19,False
what happened?,happened,0,144,19,False
I ...,i,0,144,20,False
it slide down.,it,0,144,22,False
it slide down.,slide,0,144,22,True
it slide down.,down,1,144,22,True
yeah we put the ball in.,yeah,0,144,23,False
yeah we put the ball in.,we,0,144,23,False
yeah we put the ball in.,put,0,144,23,True
yeah we put the ball in.,the,0,144,23,False
yeah we put the ball in.,ball,0,144,23,False
yeah we put the ball in.,in,1,144,23,True
and it slid down and went to the bucket.,and,0,144,25,False
and it slid down and went to the bucket.,it,0,144,25,False
and it slid down and went to the bucket.,slid,0,144,25,False
and it slid down and went to the bucket.,down,1,144,25,True
and it slid down and went to the bucket.,and,0,144,25,False
and it slid down and went to the bucket.,went,0,144,25,False
and it slid down and went to the bucket.,to,1,144,25,True
and it slid down and went to the bucket.,the,0,144,25,False
and it slid down and went to the bucket.,bucket,0,144,25,False
fun!,fun,0,144,26,False
um .,um,0,144,27,False
what did you do in the tinkering lab?,what,0,144,28,False
what did you do in the tinkering lab?,did,0,144,28,False
what did you do in the tinkering lab?,you,0,144,28,False
what did you do in the tinkering lab?,do,0,144,28,False
what did you do in the tinkering lab?,in,1,144,28,True
what did you do in the tinkering lab?,the,0,144,28,False
what did you do in the tinkering lab?,tinkering,0,144,28,False
what did you do in the tinkering lab?,lab,0,144,28,False
I built a slide for monster.,i,0,144,29,False
I built a slide for monster.,built,0,144,29,False
I built a slide for monster.,a,0,144,29,False
I built a slide for monster.,slide,0,144,29,True
I built a slide for monster.,for,0,144,29,False
I built a slide for monster.,monster,0,144,29,False
a slide for the monster?,a,0,144,30,False
a slide for the monster?,slide,0,144,30,True
a slide for the monster?,for,0,144,30,False
a slide for the monster?,the,0,144,30,False
a slide for the monster?,monster,0,144,30,False
no no not a slide.,no,0,144,31,False
no no not a slide.,no,0,144,31,False
no no not a slide.,not,0,144,31,False
no no not a slide.,a,0,144,31,False
no no not a slide.,slide,0,144,31,True
it was kinda like it was a swing.,it,0,144,32,False
it was kinda like it was a swing.,was,0,144,32,False
it was kinda like it was a swing.,kinda,0,144,32,False
it was kinda like it was a swing.,like,0,144,32,False
it was kinda like it was a swing.,it,0,144,32,False
it was kinda like it was a swing.,was,0,144,32,False
it was kinda like it was a swing.,a,0,144,32,False
it was kinda like it was a swing.,swing,0,144,32,False
oh you built a swing for the monster?,oh,0,144,33,False
oh you built a swing for the monster?,you,0,144,33,False
oh you built a swing for the monster?,built,0,144,33,False
oh you built a swing for the monster?,a,0,144,33,False
oh you built a swing for the monster?,swing,0,144,33,False
oh you built a swing for the monster?,for,0,144,33,False
oh you built a swing for the monster?,the,0,144,33,False
oh you built a swing for the monster?,monster,0,144,33,False
mhm.,mhm,0,144,34,False
was that fun?,was,0,144,35,False
was that fun?,that,0,144,35,False
was that fun?,fun,0,144,35,False
yeah.,yeah,0,144,36,False
what tools did you use?,what,0,144,37,False
what tools did you use?,tools,0,144,37,False
what tools did you use?,did,0,144,37,False
what tools did you use?,you,0,144,37,False
what tools did you use?,use,0,144,37,False
I used um I didn't use any hammers.,i,0,144,38,False
I used um I didn't use any hammers.,used,0,144,38,False
I used um I didn't use any hammers.,um,0,144,38,False
I used um I didn't use any hammers.,i,0,144,38,False
I used um I didn't use any hammers.,didn't,0,144,38,False
I used um I didn't use any hammers.,use,0,144,38,False
I used um I didn't use any hammers.,any,0,144,38,False
I used um I didn't use any hammers.,hammers,0,144,38,False
I used screws.,i,0,144,39,False
I used screws.,used,0,144,39,False
I used screws.,screws,0,144,39,False
screws?,screws,0,144,40,False
yeah.,yeah,0,144,41,False
I used um a ...,i,0,144,42,False
I used um a ...,used,0,144,42,False
I used um a ...,um,0,144,42,False
I used um a ...,a,0,144,42,False
xxx.,xxx,0,144,43,False
I used a um screwdriver.,i,0,144,44,False
I used a um screwdriver.,used,0,144,44,False
I used a um screwdriver.,a,0,144,44,False
I used a um screwdriver.,um,0,144,44,False
I used a um screwdriver.,screwdriver,0,144,44,False
and wood.,and,0,144,45,False
and wood.,wood,0,144,45,False
I used string.,i,0,144,46,False
I used string.,used,0,144,46,False
I used string.,string,0,144,46,False
I used um a bottle cap.,i,0,144,47,False
I used um a bottle cap.,used,0,144,47,False
I used um a bottle cap.,um,0,144,47,False
I used um a bottle cap.,a,0,144,47,False
I used um a bottle cap.,bottle,0,144,47,False
I used um a bottle cap.,cap,0,144,47,False
glue dots.,glue,0,144,48,False
glue dots.,dots,0,144,48,False
I also used um ...,i,0,144,49,False
I also used um ...,also,0,144,49,False
I also used um ...,used,0,144,49,False
I also used um ...,um,0,144,49,False
what are those called .,what,0,144,51,False
what are those called .,are,0,144,51,False
what are those called .,those,0,144,51,False
what are those called .,called,0,144,51,False
a drill?,a,0,144,52,False
a drill?,drill,0,144,52,False
I also used a drill.,i,0,144,53,False
I also used a drill.,also,0,144,53,False
I also used a drill.,used,0,144,53,False
I also used a drill.,a,0,144,53,False
I also used a drill.,drill,0,144,53,False
cool.,cool,0,144,54,False
L_name what did you wear on your face?,l,0,144,55,False
L_name what did you wear on your face?,name,0,144,55,False
L_name what did you wear on your face?,what,0,144,55,False
L_name what did you wear on your face?,did,0,144,55,False
L_name what did you wear on your face?,you,0,144,55,False
L_name what did you wear on your face?,wear,0,144,55,False
L_name what did you wear on your face?,on,1,144,55,True
L_name what did you wear on your face?,your,0,144,55,False
L_name what did you wear on your face?,face,0,144,55,False
mask.,mask,0,144,56,False
mask?,mask,0,144,57,False
googles .,googles,0,144,58,True
googles .,googles,0,144,59,True
did you like it?,did,0,144,60,False
did you like it?,you,0,144,60,False
did you like it?,like,0,144,60,False
did you like it?,it,0,144,60,False
no.,no,0,144,61,False
no you didn't like it.,no,0,144,62,False
no you didn't like it.,you,0,144,62,False
no you didn't like it.,didn't,0,144,62,False
no you didn't like it.,like,0,144,62,False
no you didn't like it.,it,0,144,62,False
didn't feel good huh?,didn't,0,144,64,False
didn't feel good huh?,feel,0,144,64,False
didn't feel good huh?,good,0,144,64,True
didn't feel good huh?,huh,0,144,64,False
anything else about the tinkering lab?,anything,0,144,65,False
anything else about the tinkering lab?,else,0,144,65,False
anything else about the tinkering lab?,about,0,144,65,True
anything else about the tinkering lab?,the,0,144,65,False
anything else about the tinkering lab?,tinkering,0,144,65,False
anything else about the tinkering lab?,lab,0,144,65,False
was it fun?,was,0,144,66,False
was it fun?,it,0,144,66,False
was it fun?,fun,0,144,66,False
kind of.,kind,0,144,67,False
kind of.,of,0,144,67,False
so today what did we build?,so,0,172,14,False
so today what did we build?,today,0,172,14,False
so today what did we build?,what,0,172,14,False
so today what did we build?,did,0,172,14,False
so today what did we build?,we,0,172,14,False
so today what did we build?,build,0,172,14,True
a park.,a,0,172,15,False
a park.,park,0,172,15,False
a park!,a,0,172,16,False
a park!,park,0,172,16,False
what'd we build a park for?,what'd,0,172,17,False
what'd we build a park for?,we,0,172,17,False
what'd we build a park for?,build,0,172,17,True
what'd we build a park for?,a,0,172,17,False
what'd we build a park for?,park,0,172,17,False
what'd we build a park for?,for,0,172,17,False
our monster!,our,0,172,18,False
our monster!,monster,0,172,18,False
